",""Kingdom"",""Phylum"",""Class"",""Order"",""Family"",""Genus"",""Species"""
"ASV6345,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Hoeflea"",NA"
"ASV6346,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",NA,NA,NA"
"ASV6347,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",""Flavisolibacter"",NA"
"ASV6348,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Intrasporangium"",NA"
"ASV6349,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",NA,NA,NA"
"ASV6350,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"ASV6351,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",NA,NA,NA"
"ASV6352,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Kineosporiales"",""Kineosporiaceae"",""Angustibacter"",NA"
"ASV6353,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Terracoccus"",NA"
"ASV6354,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",NA,NA,NA"
"ASV6355,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Xanthobacteraceae"",NA,NA"
"ASV6356,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Flavobacteriales"",""Weeksellaceae"",""Algoriella"",NA"
"ASV6357,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV6358,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptosporangiales"",""Streptosporangiaceae"",""Streptosporangium"",NA"
"ASV6359,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Propionibacteriaceae"",NA,NA"
"ASV6360,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",NA,NA"
"ASV6361,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-014"",NA"
"ASV6362,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rickettsiales"",""Mitochondria"",NA,NA"
"ASV6363,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Knoellia"",""flava"""
"ASV6364,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Gaiellales"",NA,NA,NA"
"ASV6365,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Devosiaceae"",""Devosia"",NA"
"ASV6366,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhodobacterales"",""Rhodobacteraceae"",""Wenxinia"",NA"
"ASV6367,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micromonosporales"",""Micromonosporaceae"",""Micromonospora"",NA"
"ASV6368,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",NA,NA"
"ASV6369,""Bacteria"",""Acidobacteria"",""Acidobacteriia"",""Acidobacteriales"",""Acidobacteriaceae_(Subgroup_1)"",""Edaphobacter"",NA"
"ASV6370,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptosporangiales"",""Nocardiopsaceae"",""Nocardiopsis"",NA"
"ASV6371,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",NA,NA"
"ASV6372,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",""Bacillus"",NA"
"ASV6373,""Bacteria"",""Planctomycetes"",""Phycisphaerae"",""Phycisphaerales"",""Phycisphaeraceae"",""SM1A02"",NA"
"ASV6374,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",NA,NA,NA"
"ASV6375,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_NK4A214_group"",NA"
"ASV6376,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",""Niveitalea"",NA"
"ASV6377,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",""Janibacter"",NA"
"ASV6378,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""Methylobacterium"",NA"
"ASV6379,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV6380,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV6381,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",NA"
"ASV6382,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV6383,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Kallotenuales"",""AKIW781"",NA,NA"
"ASV6384,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",NA,NA,NA"
"ASV6385,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Planococcaceae"",""Chryseomicrobium"",NA"
"ASV6386,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",""Psychroglaciecola"",NA"
"ASV6387,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",NA,NA,NA"
"ASV6388,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",NA,NA"
"ASV6389,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""Sandaracinaceae"",NA,NA"
"ASV6390,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Cyclobacteriaceae"",""Algoriphagus"",""terrigena"""
"ASV6391,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-014"",NA"
"ASV6392,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rickettsiales"",""Rickettsiaceae"",NA,NA"
"ASV6393,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",NA,NA,NA"
"ASV6394,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Xanthomonadales"",""Xanthomonadaceae"",""Lysobacter"",NA"
"ASV6395,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Kineosporiales"",""Kineosporiaceae"",""Kineosporia"",NA"
"ASV6396,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV6397,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Eggerthellaceae"",""DNF00809"",NA"
"ASV6398,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Alteromonadales"",NA,NA,NA"
"ASV6399,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""Sphingobacteriaceae"",""Pedobacter"",NA"
"ASV6400,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",NA,NA"
"ASV6401,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Neisseriaceae"",""Neisseria"",NA"
"ASV6402,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",NA"
"ASV6403,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Planococcaceae"",""Sporosarcina"",NA"
"ASV6404,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Dyadobacter"",NA"
"ASV6405,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",NA,NA,NA,NA"
"ASV6406,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV6407,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Gibbsiella"",NA"
"ASV6408,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""67-14"",NA,NA"
"ASV6409,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Spirosoma"",NA"
"ASV6410,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Clostridium_sensu_stricto_12"",""algifaecis"""
"ASV6411,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Leucobacter"",NA"
"ASV6412,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Herpetosiphonaceae"",""Herpetosiphon"",NA"
"ASV6413,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rickettsiales"",""Rickettsiaceae"",""Candidatus_Gigarickettsia"",NA"
"ASV6414,""Bacteria"",""Firmicutes"",NA,NA,NA,NA,NA"
"ASV6415,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV6416,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",NA,NA,NA"
"ASV6417,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Clostridium_sensu_stricto_11"",NA"
"ASV6418,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Promicromonosporaceae"",""Cellulosimicrobium"",NA"
"ASV6419,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",NA,NA,NA"
"ASV6420,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV6421,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Cryocola"",NA"
"ASV6422,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Parafrigoribacterium"",NA"
"ASV6423,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Oxobacter"",NA"
"ASV6424,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",NA,NA"
"ASV6425,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV6426,""Bacteria"",""Actinobacteria"",""Actinobacteria"",NA,NA,NA,NA"
"ASV6427,""Bacteria"",NA,NA,NA,NA,NA,NA"
"ASV6428,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Streptococcaceae"",""Streptococcus"",NA"
"ASV6429,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV6430,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",NA,NA,NA,NA"
"ASV6431,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Rhizobiaceae"",""Aureimonas"",NA"
"ASV6432,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Neisseriaceae"",NA,NA"
"ASV6433,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Legionellales"",""Legionellaceae"",""Legionella"",NA"
"ASV6434,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV6435,""Bacteria"",""Proteobacteria"",NA,NA,NA,NA,NA"
"ASV6436,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV6437,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",NA"
"ASV6438,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",NA,NA"
"ASV6439,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV6440,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Bdellovibrionales"",""Bdellovibrionaceae"",""Bdellovibrio"",NA"
"ASV6441,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV6442,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rickettsiales"",""Rickettsiaceae"",""Rickettsia"",""limoniae"""
"ASV6443,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Pluralibacter"",""pyrinus"""
"ASV6444,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV6445,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Sphingobacteriales"",""env.OPS_17"",NA,NA"
"ASV6446,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Caedibacterales"",""Caedibacteraceae"",""Caedibacter"",NA"
"ASV6447,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""P3OB-42"",NA,NA"
"ASV6448,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"ASV6449,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"ASV6450,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinococcus"",NA"
"ASV6451,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Intrasporangiaceae"",NA,NA"
"ASV6452,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""P3OB-42"",NA,NA"
"ASV6453,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Rhodocyclaceae"",""Azovibrio"",NA"
"ASV6454,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhodobacterales"",""Rhodobacteraceae"",""Amaricoccus"",NA"
"ASV6455,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Komagataeibacter"",NA"
"ASV6456,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",NA,NA,NA,NA"
"ASV6457,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV6458,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV6459,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Lactobacillaceae"",""Lactobacillus"",NA"
"ASV6460,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptococcaceae"",""Peptococcus"",NA"
"ASV6461,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Planococcaceae"",""Solibacillus"",NA"
"ASV6462,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",NA,NA,NA"
"ASV6463,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Christensenellaceae"",""Christensenellaceae_R-7_group"",NA"
"ASV6464,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV6465,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Dysgonomonadaceae"",""Dysgonomonas"",NA"
"ASV6466,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",NA,NA"
"ASV6467,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Kineosporiales"",""Kineosporiaceae"",""Kineococcus"",NA"
"ASV6468,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Orbales"",""Orbaceae"",""Orbus"",NA"
"ASV6469,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV6470,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Pseudomonadales"",""Pseudomonadaceae"",""Pseudomonas"",""luteola"""
"ASV6471,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",NA,NA,NA,NA"
"ASV6472,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV6473,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Clostridium_sensu_stricto_1"",NA"
"ASV6474,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV6475,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",NA,NA"
"ASV6476,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",NA,NA,NA"
"ASV6477,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Rhizobacter"",NA"
"ASV6478,""Bacteria"",""Chloroflexi"",""TK10"",NA,NA,NA,NA"
"ASV6479,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Hymenobacteraceae"",""Hymenobacter"",NA"
"ASV6480,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",NA,NA"
"ASV6481,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV6482,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",NA,NA,NA,NA"
"ASV6483,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV6484,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""Beijerinckiaceae"",NA,NA"
"ASV6485,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Kineosporiales"",""Kineosporiaceae"",""Kineosporia"",NA"
"ASV6486,""Bacteria"",""Patescibacteria"",""Saccharimonadia"",""Saccharimonadales"",""Saccharimonadaceae"",NA,NA"
"ASV6487,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",NA,NA,NA"
"ASV6488,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinobacterium"",NA"
"ASV6489,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Acidiphilium"",NA"
"ASV6490,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Reyranellales"",""Reyranellaceae"",""Reyranella"",NA"
"ASV6491,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV6492,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",""Sphingomonas"",NA"
"ASV6493,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",""Roseomonas"",NA"
"ASV6494,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Promicromonosporaceae"",NA,NA"
"ASV6495,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Myxococcales"",""Polyangiaceae"",""Pajaroellobacter"",NA"
"ASV6496,""Bacteria"",""Gemmatimonadetes"",""Gemmatimonadetes"",""Gemmatimonadales"",""Gemmatimonadaceae"",""Gemmatimonas"",NA"
"ASV6497,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Solirubrobacter"",NA"
"ASV6498,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""IMCC26256"",NA,NA,NA"
"ASV6499,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhizobiales"",""A0839"",NA,NA"
"ASV6500,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",NA,NA"
"ASV6501,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV6502,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Bdellovibrionales"",""Bdellovibrionaceae"",""OM27_clade"",NA"
"ASV6503,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",NA,NA,NA,NA"
"ASV6504,""Bacteria"",""Fusobacteria"",""Fusobacteriia"",""Fusobacteriales"",""Leptotrichiaceae"",""Leptotrichia"",""buccalis"""
"ASV6505,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinobacterium"",NA"
"ASV6506,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Acetobacterales"",""Acetobacteraceae"",NA,NA"
"ASV6507,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Streptomycetales"",""Streptomycetaceae"",""Streptomyces"",NA"
"ASV6508,""Bacteria"",""Verrucomicrobia"",""Verrucomicrobiae"",""Pedosphaerales"",""Pedosphaeraceae"",NA,NA"
"ASV6509,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",NA,NA"
"ASV6510,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Corynebacteriales"",""Corynebacteriaceae"",""Corynebacterium_1"",NA"
"ASV6511,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rickettsiales"",""Rickettsiaceae"",NA,NA"
"ASV6512,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV6513,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV6514,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""SM1A07"",NA,NA,NA"
"ASV6515,""Bacteria"",""Armatimonadetes"",""Armatimonadia"",""Armatimonadales"",NA,NA,NA"
"ASV6516,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Solirubrobacter"",NA"
"ASV6517,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",NA,NA,NA"
"ASV6518,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV6519,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",NA,NA,NA"
"ASV6520,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinobacterium"",NA"
"ASV6521,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",""Iamiaceae"",""Iamia"",NA"
"ASV6522,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Planococcaceae"",NA,NA"
"ASV6523,""Bacteria"",""Verrucomicrobia"",""Verrucomicrobiae"",""Pedosphaerales"",""Pedosphaeraceae"",NA,NA"
"ASV6524,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Cytophagales"",""Spirosomaceae"",""Larkinella"",NA"
"ASV6525,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",""Agromyces"",NA"
"ASV6526,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",NA,NA"
"ASV6527,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Legionellales"",""Legionellaceae"",""Legionella"",NA"
"ASV6528,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Sphingomonadales"",""Sphingomonadaceae"",NA,NA"
"ASV6529,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",""Actinomycetospora"",NA"
"ASV6530,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Pseudonocardiales"",""Pseudonocardiaceae"",NA,NA"
"ASV6531,""Bacteria"",""Actinobacteria"",""Acidimicrobiia"",""Microtrichales"",NA,NA,NA"
"ASV6532,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV6533,""Bacteria"",""Chloroflexi"",""Chloroflexia"",""Chloroflexales"",""Roseiflexaceae"",NA,NA"
"ASV6534,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""67-14"",NA,NA"
"ASV6535,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Chitinophagales"",""Chitinophagaceae"",""Segetibacter"",NA"
"ASV6536,""Bacteria"",""Deinococcus-Thermus"",""Deinococci"",""Deinococcales"",""Deinococcaceae"",""Deinobacterium"",NA"
"ASV6537,""Bacteria"",""Armatimonadetes"",""Fimbriimonadia"",""Fimbriimonadales"",""Fimbriimonadaceae"",NA,NA"
"ASV6538,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",NA,NA,NA"
"ASV6539,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Propionibacteriales"",""Nocardioidaceae"",""Nocardioides"",NA"
"ASV6540,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Micrococcales"",""Microbacteriaceae"",NA,NA"
"ASV6541,""Bacteria"",""Actinobacteria"",""Thermoleophilia"",""Solirubrobacterales"",""Solirubrobacteraceae"",""Solirubrobacter"",NA"
